author,hindex,productivity,TNC,ANC,UNT,PNUOT,MAX PNUOT,MEAN PNUOT,diversity,persistance
50305,6,31,131,4.225806451612903,10,5=2=3=1=3=9=2=1=3=2,0.2903225806451613,3.1,0.35161289188345507,0.21212121212121213
50413,9,47,276,5.872340425531915,8,5=6=19=2=7=1=6=1,0.40425531914893614,5.875,0.4494680774558625,0.44
50415,12,75,466,6.213333333333333,9,21=1=8=28=6=4=4=1=2,0.37333333333333335,8.333333333333334,0.5392592527881481,0.8333333333333334
50436,10,42,323,7.690476190476191,3,29=12=1,0.6904761904761905,14.0,0.44444444126984134,1.0
50438,10,36,283,7.861111111111111,6,5=10=8=6=4=3,0.2777777777777778,6.0,0.22222221851851856,0.9090909090909091
50440,11,47,325,6.914893617021277,10,7=20=1=2=3=1=7=1=3=2,0.425531914893617,4.7,0.5255319037120871,0.47368421052631576
50492,9,38,235,6.184210526315789,12,3=9=2=2=8=1=8=1=1=1=1=1,0.23684210526315788,3.1666666666666665,0.4692982307940909,0.90625
50550,14,30,736,24.533333333333335,12,5=3=1=1=5=4=1=1=3=4=1=1,0.16666666666666666,2.5,0.3444444306666672,0.17142857142857143
50565,12,88,609,6.920454545454546,11,59=8=2=3=5=2=3=3=1=1=1,0.6704545454545454,8.0,0.6880165203254134,1.0
50579,7,30,210,7.0,6,19=2=2=2=1=4,0.6333333333333333,5.0,0.5333333226666669,1.0
50603,8,36,207,5.75,6,2=14=5=3=9=3,0.3888888888888889,6.0,0.37037036419753094,0.8571428571428571
50606,9,52,243,4.673076923076923,18,2=2=4=1=2=12=8=3=6=1=1=1=1=2=2=1=1=2,0.23076923076923078,2.888888888888889,0.4487179331854048,0.41935483870967744
50608,6,40,138,3.45,6,2=10=1=23=1=3,0.575,6.666666666666667,0.5749999913750001,0.8518518518518519
50612,13,52,455,8.75,17,8=2=2=10=6=4=3=1=4=1=1=4=2=1=1=1=1,0.19230769230769232,3.0588235294117645,0.43212668270536075,0.5294117647058824
50624,7,49,273,5.571428571428571,21,3=14=4=1=1=1=3=1=1=3=1=1=2=3=1=1=2=1=3=1=1,0.2857142857142857,2.3333333333333335,0.43148686197417824,0.5714285714285714
50645,6,36,176,4.888888888888889,11,2=2=9=2=14=1=1=1=2=1=1,0.3888888888888889,3.272727272727273,0.520202004306959,0.7058823529411765
50648,8,31,197,6.354838709677419,4,6=6=16=3,0.5161290322580645,7.75,0.31451612497398546,0.6470588235294118
50654,11,54,355,6.574074074074074,7,37=1=1=3=10=1=1,0.6851851851851852,7.714285714285714,0.6772486684695278,1.0
50667,13,35,526,15.028571428571428,11,3=19=1=1=1=3=1=2=1=1=2,0.5428571428571428,3.1818181818181817,0.5558441383747686,0.5555555555555556
50697,6,43,140,3.255813953488372,6,10=25=1=4=2=1,0.5813953488372093,7.166666666666667,0.5775193717865513,0.9230769230769231
50716,15,36,1275,35.416666666666664,5,3=21=9=2=1,0.5833333333333334,7.2,0.5222222149691359,0.7894736842105263
50740,10,46,454,9.869565217391305,12,20=3=1=2=1=2=6=2=5=1=1=2,0.43478260869565216,3.8333333333333335,0.5289854934467552,0.896551724137931
50748,10,31,320,10.32258064516129,5,19=9=1=1=1,0.6129032258064516,6.2,0.5677419263267431,1.0
50759,9,30,337,11.233333333333333,9,2=2=4=5=11=1=2=1=2,0.36666666666666664,3.3333333333333335,0.41481480237037066,0.5217391304347826
50811,9,48,452,9.416666666666666,13,2=4=15=6=7=1=1=1=7=1=1=1=1,0.3125,3.6923076923076925,0.5128204989316243,0.7419354838709677
50818,22,104,1519,14.60576923076923,14,35=23=1=8=16=2=7=3=1=1=1=4=1=1,0.33653846153846156,7.428571428571429,0.6236263652314032,1.0
50825,6,30,161,5.366666666666666,7,19=2=1=3=2=2=1,0.6333333333333333,4.285714285714286,0.5523809394920637,1.0
50828,17,43,1017,23.651162790697676,6,13=19=5=1=3=2,0.4418604651162791,7.166666666666667,0.48449611727059677,0.8421052631578947
50850,9,31,222,7.161290322580645,5,5=17=7=1=1,0.5483870967741935,6.2,0.49032257273673263,1.0
50861,14,74,5090,68.78378378378379,10,6=5=21=35=1=2=1=1=1=1,0.47297297297297297,7.4,0.6540540452154859,0.8076923076923077
50888,10,52,344,6.615384615384615,12,4=13=1=1=12=2=1=1=4=11=1=1,0.25,4.333333333333333,0.5224358853796847,0.7307692307692307
50912,14,52,684,13.153846153846153,4,45=3=3=1,0.8653846153846154,13.0,0.6346153797337278,1.0
50942,9,49,285,5.816326530612245,6,27=3=4=11=3=1,0.5510204081632653,8.166666666666666,0.5272108778980981,0.7368421052631579
50965,10,42,300,7.142857142857143,11,1=12=1=1=1=1=1=18=1=3=2,0.42857142857142855,3.8181818181818183,0.5930735775407137,0.3333333333333333
50968,11,37,392,10.594594594594595,3,32=2=3,0.8648648648648649,12.333333333333334,0.5405405361577794,1.0
50972,8,41,211,5.146341463414634,6,26=3=1=1=8=2,0.6341463414634146,6.833333333333333,0.5975609668649614,0.8333333333333334
50987,7,60,203,3.3833333333333333,14,3=19=9=13=3=2=1=1=3=1=2=1=1=1,0.31666666666666665,4.285714285714286,0.5571428441428574,0.8888888888888888
51032,9,37,279,7.54054054054054,8,1=8=6=11=1=7=1=2,0.2972972972972973,4.625,0.4290540447772099,0.4857142857142857
51041,22,132,1850,14.015151515151516,4,80=20=24=8,0.6060606060606061,33.0,0.4166666654040404,1.0
51042,6,32,144,4.5,4,16=13=1=2,0.5,8.0,0.43749999453125,1.0
51135,8,31,180,5.806451612903226,6,18=1=1=1=9=1,0.5806451612903226,5.166666666666667,0.5860214940339925,1.0
51178,14,60,608,10.133333333333333,9,5=27=15=2=7=1=1=1=1,0.45,6.666666666666667,0.5999999910000002,0.8928571428571429
51209,22,48,1689,35.1875,10,25=7=4=2=1=1=4=1=2=1,0.5208333333333334,4.8,0.5874999877604169,0.6451612903225806
51219,7,37,236,6.378378378378378,6,20=1=2=12=1=1,0.5405405405405406,6.166666666666667,0.5810810716581447,1.0
51246,13,39,522,13.384615384615385,8,4=12=8=11=1=1=1=1,0.3076923076923077,4.875,0.4839743490466801,0.42857142857142855
51331,18,87,1047,12.03448275862069,8,9=17=12=42=3=2=1=1,0.4827586206896552,10.875,0.5790229831813977,0.9032258064516129
51343,8,42,255,6.071428571428571,7,27=5=1=2=4=2=1,0.6428571428571429,6.0,0.5986394458049888,0.8928571428571429
51396,16,90,831,9.233333333333333,5,10=12=64=2=2,0.7111111111111111,18.0,0.5955555522469136,0.9
51426,16,144,1148,7.972222222222222,10,1=20=41=31=2=34=12=1=1=1,0.2847222222222222,14.4,0.5611111072145062,0.59375
51457,6,33,280,8.484848484848484,13,1=2=3=4=4=3=4=2=1=3=1=1=4,0.12121212121212122,2.5384615384615383,0.26573425526594663,0.5142857142857142
51466,14,99,600,6.0606060606060606,11,3=13=28=3=1=22=21=1=3=3=1,0.2828282828282828,9.0,0.5491276339353128,0.8636363636363636
51513,9,37,282,7.621621621621622,5,19=13=3=1=1,0.5135135135135135,7.4,0.5189189119065012,1.0
51523,13,34,555,16.323529411764707,4,24=8=1=1,0.7058823529411765,8.5,0.5588235228373704,0.7272727272727273
51543,12,37,381,10.297297297297296,4,22=11=1=3,0.5945945945945946,9.25,0.47972972454346247,1.0
51552,19,120,1181,9.841666666666667,12,24=17=46=1=12=4=10=1=2=1=1=1,0.38333333333333336,10.0,0.6236111048750002,0.9375
51586,15,44,560,12.727272727272727,10,17=1=3=1=8=1=1=3=8=1,0.38636363636363635,4.4,0.536363624173554,0.8260869565217391
51594,11,43,435,10.116279069767442,8,2=11=3=6=2=1=17=1,0.3953488372093023,5.375,0.5087209207679829,0.5
51621,8,31,384,12.387096774193548,5,27=1=1=1=1,0.8709677419354839,6.2,0.6709677311134236,1.0
51638,24,78,1813,23.243589743589745,4,3=13=6=56,0.717948717948718,19.5,0.5320512793228139,0.9333333333333333
51671,15,96,822,8.5625,12,1=13=4=7=3=55=1=2=2=2=5=1,0.5729166666666666,8.0,0.6649305472439236,0.8285714285714286
51673,6,40,154,3.85,18,7=1=1=2=4=4=1=2=1=2=2=1=1=4=3=1=1=2,0.175,2.2222222222222223,0.34999998425000073,0.6666666666666666
51702,7,42,164,3.9047619047619047,8,15=8=4=9=2=2=1=1,0.35714285714285715,5.25,0.47023808628117936,1.0
51729,11,83,502,6.048192771084337,11,3=8=3=22=8=7=8=21=1=1=1,0.26506024096385544,7.545454545454546,0.4841182849311816,0.7586206896551724
51732,6,34,193,5.676470588235294,10,7=4=9=5=1=2=1=1=1=3,0.2647058823529412,3.4,0.4235293993079588,0.8333333333333334
51794,29,186,2632,14.150537634408602,9,42=79=39=8=3=2=11=1=1,0.42473118279569894,20.666666666666668,0.6176821953385748,1.0
51816,15,31,1776,57.29032258064516,7,1=1=14=12=1=1=1,0.45161290322580644,4.428571428571429,0.5622119688717112,0.8787878787878788
51825,17,95,1157,12.178947368421053,14,16=2=3=30=1=5=5=9=4=5=5=5=1=4,0.3157894736842105,6.785714285714286,0.47142856448120307,0.8787878787878788
51859,20,44,1234,28.045454545454547,9,15=3=1=3=1=1=15=1=4,0.3409090909090909,4.888888888888889,0.5353535244031224,0.7083333333333334
51862,4,33,95,2.878787878787879,11,3=1=7=6=3=1=1=6=1=1=3,0.21212121212121213,3.0,0.3911845599632695,0.5
51867,15,78,774,9.923076923076923,13,20=8=8=1=9=1=12=2=1=2=12=1=1,0.2564102564102564,6.0,0.50690334460881,1.0
51875,6,34,148,4.352941176470588,2,33=1,0.9705882352941176,17.0,0.47058823252595156,1.0
51922,16,90,997,11.077777777777778,17,3=1=5=21=1=3=8=4=28=2=5=1=2=3=1=1=1,0.3111111111111111,5.294117647058823,0.5830065249353669,0.8
51929,5,33,92,2.787878787878788,7,7=12=8=1=1=3=1,0.36363636363636365,4.714285714285714,0.4588744491407583,0.625
51948,11,50,425,8.5,17,2=9=1=2=1=4=1=2=2=3=4=6=9=1=1=1=1,0.18,2.9411764705882355,0.4352941028470593,0.125
51967,12,64,641,10.015625,8,1=2=1=37=1=19=1=2,0.578125,8.0,0.6757812415527342,0.7619047619047619
51971,14,66,694,10.515151515151516,8,43=1=6=1=11=1=1=2,0.6515151515151515,8.25,0.6818181735537189,1.0
52025,14,78,673,8.628205128205128,13,1=4=29=22=2=1=8=1=3=3=1=2=1,0.3717948717948718,6.0,0.6213017647928996,0.6857142857142857
52032,8,67,272,4.059701492537314,23,2=6=3=4=2=11=5=2=7=5=1=3=4=1=1=2=1=1=1=2=1=1=1,0.16417910447761194,2.9130434782608696,0.41791043341501494,0.41379310344827586
52039,11,57,520,9.12280701754386,8,2=3=1=8=9=24=3=7,0.42105263157894735,7.125,0.47149122145275485,0.5
52070,4,33,75,2.272727272727273,12,4=1=1=2=11=5=2=2=1=1=1=2,0.3333333333333333,2.75,0.4419191758494037,0.6
52078,7,55,233,4.236363636363636,7,32=15=3=2=1=1=1,0.5818181818181818,7.857142857142857,0.6389610308288076,1.0
52097,8,39,350,8.974358974358974,8,13=8=4=1=1=10=1=1,0.3333333333333333,4.875,0.49038460532544403,1.0
52146,10,41,484,11.804878048780488,13,1=3=1=2=10=2=5=3=1=7=3=2=1,0.24390243902439024,3.1538461538461537,0.4090056155493529,0.6666666666666666
52187,11,43,537,12.488372093023257,11,1=13=7=2=2=10=2=2=1=1=2,0.3023255813953488,3.909090909090909,0.4820295859776787,0.7391304347826086
52188,21,131,1320,10.076335877862595,18,14=4=10=3=3=2=11=4=2=17=35=4=14=1=4=1=1=1,0.26717557251908397,7.277777777777778,0.5407124607637475,0.4827586206896552
52236,5,40,110,2.75,9,13=5=12=1=3=1=1=3=1,0.325,4.444444444444445,0.5055555441805559,0.9696969696969697
52271,8,37,200,5.405405405405405,7,3=4=22=1=5=1=1,0.5945945945945946,5.285714285714286,0.5714285606177609,0.9565217391304348
52276,17,69,941,13.63768115942029,2,68=1,0.9855072463768116,34.5,0.4855072449695443,1.0
52277,12,58,1063,18.32758620689655,5,2=1=43=7=5,0.7413793103448276,11.6,0.613793098156956,0.9444444444444444
52321,24,81,3028,37.382716049382715,11,38=2=4=1=23=7=1=2=1=1=1,0.4691358024691358,7.363636363636363,0.6689113264940212,1.0
52330,3,30,35,1.1666666666666667,6,1=1=4=21=2=1,0.7,5.0,0.611111098888889,0.3448275862068966
52332,14,65,560,8.615384615384615,9,1=2=3=52=3=1=1=1=1,0.8,7.222222222222222,0.7350427248652203,0.7727272727272727
52362,11,30,252,8.4,5,1=20=1=6=2,0.6666666666666666,6.0,0.5733333237777779,0.7777777777777778
52384,14,60,569,9.483333333333333,5,55=1=2=1=1,0.9166666666666666,12.0,0.7266666606111112,1.0
52468,6,32,120,3.75,6,23=1=2=1=3=2,0.71875,5.333333333333333,0.6041666553385419,1.0
52490,12,30,326,10.866666666666667,5,26=1=1=1=1,0.8666666666666667,6.0,0.6666666555555556,1.0
52502,7,32,154,4.8125,9,2=2=14=1=6=3=2=1=1,0.4375,3.5555555555555554,0.49305554168836835,0.782608695652174
52519,22,129,1707,13.232558139534884,12,22=3=7=20=52=15=4=1=2=1=1=1,0.40310077519379844,10.75,0.6259689864250947,0.9565217391304348
52574,8,42,576,13.714285714285714,13,1=1=2=1=6=1=9=15=1=1=1=1=2,0.35714285714285715,3.230769230769231,0.5457875288941223,0.7931034482758621
52577,10,41,383,9.341463414634147,5,23=1=1=3=13,0.5609756097560976,8.2,0.5463414567519335,0.42857142857142855
52578,7,34,158,4.647058823529412,4,5=26=1=2,0.7647058823529411,8.5,0.5735294050173011,0.9565217391304348
52596,10,46,667,14.5,7,20=2=10=3=1=9=1,0.43478260869565216,6.571428571428571,0.5093167624358629,1.0
52703,8,35,291,8.314285714285715,5,8=11=12=2=2,0.34285714285714286,7.0,0.33142856669387766,0.8571428571428571
52707,11,97,376,3.8762886597938144,7,1=23=25=33=12=2=1,0.3402061855670103,13.857142857142858,0.48600883301702025,0.64
52731,12,63,570,9.047619047619047,13,5=12=1=21=6=1=2=1=4=5=1=2=2,0.3333333333333333,4.846153846153846,0.525030514196562,0.85
52738,13,149,712,4.778523489932886,18,55=12=1=5=10=1=5=17=10=5=2=8=4=8=3=1=1=1,0.3691275167785235,8.277777777777779,0.5782997693001818,1.0
52773,12,56,488,8.714285714285714,13,11=10=8=11=1=1=1=6=1=1=2=1=2,0.19642857142857142,4.3076923076923075,0.48901097765894846,1.0
52792,8,31,192,6.193548387096774,9,2=1=3=2=3=17=1=1=1,0.5483870967741935,3.4444444444444446,0.5376343929934101,0.25
52798,4,35,69,1.9714285714285715,6,4=23=2=4=1=1,0.6571428571428571,5.833333333333333,0.5761904663129253,0.5217391304347826
52828,18,61,882,14.459016393442623,7,3=5=25=21=4=2=1,0.4098360655737705,8.714285714285714,0.5245901579145391,0.88
52857,10,38,563,14.81578947368421,7,4=26=1=1=3=1=2,0.6842105263157895,5.428571428571429,0.6240601388800953,0.8421052631578947
52879,8,36,242,6.722222222222222,15,1=2=5=3=2=6=1=1=1=1=2=1=4=1=5,0.16666666666666666,2.4,0.37037035493827225,0.32
52880,8,33,270,8.181818181818182,10,3=1=3=9=9=1=2=1=3=1,0.2727272727272727,3.3,0.439393926078972,0.6
52885,9,70,494,7.057142857142857,21,9=14=12=4=3=1=1=4=2=1=2=1=1=2=2=1=6=1=1=1=1,0.2,3.3333333333333335,0.510204066326531,1.0
52889,6,38,175,4.605263157894737,16,1=4=3=2=1=4=2=3=1=6=1=2=3=1=3=1,0.15789473684210525,2.375,0.3157894603878122,0.3142857142857143
52907,11,92,695,7.554347826086956,23,1=10=5=1=6=1=8=19=3=7=2=2=1=2=1=3=8=2=1=2=3=1=3,0.20652173913043478,4.0,0.4810963962901705,0.6
52911,5,38,243,6.394736842105263,15,2=3=6=4=2=7=1=2=2=1=2=3=1=1=1,0.18421052631578946,2.533333333333333,0.35438595092336156,0.782608695652174
52922,11,67,507,7.567164179104478,5,55=3=5=2=2,0.8208955223880597,13.4,0.650746263800401,0.9444444444444444
52983,13,77,685,8.896103896103897,22,5=29=4=4=4=3=2=1=1=3=3=1=7=2=1=1=1=1=1=1=1=1,0.37662337662337664,3.5,0.5507673986675666,0.75
52985,10,36,259,7.194444444444445,10,1=1=1=11=6=10=1=3=1=1,0.3055555555555556,3.6,0.5111110969135806,0.2857142857142857
52992,6,38,152,4.0,18,2=1=2=6=2=1=1=6=1=1=1=5=1=1=1=2=3=1,0.15789473684210525,2.111111111111111,0.3771929645891052,0.5
53048,9,37,218,5.891891891891892,13,6=1=4=2=11=2=2=1=1=2=3=1=1,0.2972972972972973,2.8461538461538463,0.43659042125077313,0.28125
53082,15,104,805,7.740384615384615,8,77=7=12=1=2=3=1=1,0.7403846153846154,13.0,0.728365379012574,1.0
53095,12,39,657,16.846153846153847,5,8=4=14=7=6,0.358974358974359,7.8,0.22564102274819203,0.34615384615384615
53116,5,31,85,2.7419354838709675,3,19=1=11,0.6129032258064516,10.333333333333334,0.3870967704474506,1.0
53117,28,160,2604,16.275,5,134=11=12=1=2,0.8375,32.0,0.6899999978437501,1.0
53191,6,32,161,5.03125,9,12=1=12=1=1=1=1=2=1,0.375,3.5555555555555554,0.5486110956814242,1.0
53238,8,32,318,9.9375,8,8=1=4=1=3=1=13=1,0.40625,4.0,0.5078124873046879,0.6176470588235294
53248,13,52,907,17.442307692307693,9,8=22=12=2=4=1=1=1=1,0.4230769230769231,5.777777777777778,0.5726495627383301,0.9583333333333334
53341,6,54,167,3.0925925925925926,9,43=2=1=1=1=1=3=1=1,0.7962962962962963,6.0,0.724279823319616,1.0
53344,16,168,1163,6.9226190476190474,22,83=5=2=8=1=27=18=1=1=1=5=2=2=1=1=1=1=3=1=2=1=1,0.49404761904761907,7.636363636363637,0.7413419816339416,1.0
53354,9,95,348,3.663157894736842,19,9=4=17=5=22=3=1=2=2=1=8=7=3=1=4=1=1=3=1,0.23157894736842105,5.0,0.5218836460720224,0.6666666666666666
53375,9,62,272,4.387096774193548,12,4=4=3=1=6=35=1=1=1=1=2=3,0.5645161290322581,5.166666666666667,0.6209677299167535,0.6764705882352942
53384,9,36,246,6.833333333333333,1,36,1.0,36.0,0.0,1.0
53406,8,38,201,5.2894736842105265,3,34=3=1,0.8947368421052632,12.666666666666666,0.5789473638504156,1.0
53419,17,92,1180,12.826086956521738,8,3=71=4=2=8=2=1=1,0.7717391304347826,11.5,0.7228260806710776,1.0
53452,12,70,488,6.9714285714285715,15,13=4=19=2=8=2=1=8=1=4=4=1=1=1=1,0.2714285714285714,4.666666666666667,0.529523798176871,0.7777777777777778
53459,10,46,278,6.043478260869565,15,4=13=1=2=1=1=3=2=1=4=8=3=1=1=1,0.2826086956521739,3.066666666666667,0.47536230333963503,0.625
53583,8,35,210,6.0,3,1=28=6,0.8,11.666666666666666,0.5142857098775511,0.967741935483871
53587,9,38,704,18.526315789473685,5,20=15=1=1=1,0.5263157894736842,7.6,0.5473684138504157,0.84
53610,10,31,290,9.35483870967742,8,14=10=1=1=1=2=1=1,0.45161290322580644,3.875,0.5604838565036424,0.9642857142857143
53672,19,138,1121,8.123188405797102,23,2=7=18=4=2=43=11=1=16=1=6=2=1=1=3=1=2=11=1=2=1=1=1,0.3115942028985507,6.0,0.6275992333963455,0.7931034482758621
53677,10,44,387,8.795454545454545,14,1=2=5=5=12=4=2=1=1=1=1=1=7=1,0.2727272727272727,3.142857142857143,0.47402595894332983,0.8846153846153846
53681,7,43,199,4.627906976744186,15,1=6=8=1=2=3=2=9=1=1=5=1=1=1=1,0.20930232558139536,2.8666666666666667,0.4589147126735178,0.6666666666666666
53682,9,41,256,6.2439024390243905,4,9=28=2=2,0.6829268292682927,10.25,0.5182926778703154,0.8888888888888888
53683,18,68,1372,20.176470588235293,6,6=24=3=1=32=2,0.47058823529411764,11.333333333333334,0.5490196029988467,0.5357142857142857
53688,7,31,160,5.161290322580645,11,1=2=3=6=9=4=1=1=1=1=2,0.2903225806451613,2.8181818181818183,0.4340175799072941,0.7619047619047619
53690,5,30,71,2.3666666666666667,14,5=1=1=6=4=2=1=1=1=3=1=2=1=1,0.2,2.142857142857143,0.37619045863492145,0.30434782608695654
53698,8,30,192,6.4,9,9=9=3=1=1=2=3=1=1,0.3,3.3333333333333335,0.459259245481482,0.5
53712,15,128,957,7.4765625,22,5=2=4=13=12=5=23=4=2=3=1=19=2=11=14=1=1=1=1=2=1=1,0.1796875,5.818181818181818,0.5440340815585052,0.65625
53732,11,51,424,8.313725490196079,3,49=1=1,0.9607843137254902,17.0,0.6274509767012687,1.0
53741,38,170,6084,35.78823529411765,12,9=2=71=2=31=31=14=5=1=1=2=1,0.4176470588235294,14.166666666666666,0.6539215640115341,0.9411764705882353
53752,18,103,1033,10.029126213592233,11,21=15=3=34=1=5=1=9=9=2=3,0.3300970873786408,9.363636363636363,0.5330979642978947,0.8529411764705882
53802,5,39,80,2.051282051282051,14,3=2=3=1=8=2=1=6=2=7=1=1=1=1,0.20512820512820512,2.7857142857142856,0.4194139043580356,0.6666666666666666
53806,5,35,93,2.657142857142857,10,1=8=8=1=2=4=2=4=2=3,0.22857142857142856,3.5,0.3685714180408166,0.896551724137931
53839,13,51,580,11.372549019607844,5,38=9=2=1=1,0.7450980392156863,10.2,0.6431372485966936,1.0
53853,10,35,299,8.542857142857143,7,16=7=2=4=2=2=2,0.45714285714285713,5.0,0.4408163177142859,0.8636363636363636
53863,8,37,189,5.108108108108108,9,11=5=1=10=2=3=3=1=1,0.2972972972972973,4.111111111111111,0.4564564453534619,0.9565217391304348
53905,8,36,242,6.722222222222222,12,3=1=17=4=2=1=1=1=3=1=1=1,0.4722222222222222,3.0,0.5324073896604944,0.8571428571428571
53906,9,38,282,7.421052631578948,4,28=8=1=1,0.7368421052631579,9.5,0.5789473623268699,0.9375
53936,9,31,260,8.387096774193548,9,9=1=2=6=2=4=1=5=1,0.2903225806451613,3.4444444444444446,0.40860213867499157,0.3333333333333333
53998,7,32,214,6.6875,6,4=8=16=1=2=1,0.5,5.333333333333333,0.5104166570963543,0.8461538461538461
54051,27,118,2640,22.372881355932204,25,3=7=4=3=17=1=2=9=1=2=4=1=15=1=15=2=11=1=4=7=3=1=2=1=1,0.1440677966101695,4.72,0.5084745654984203,0.8823529411764706
54084,14,68,708,10.411764705882353,11,12=4=12=5=1=18=4=9=1=1=1,0.2647058823529412,6.181818181818182,0.47860961792623485,0.7096774193548387
54086,14,76,669,8.802631578947368,9,10=21=1=17=18=1=1=5=2,0.27631578947368424,8.444444444444445,0.4999999940789474,0.7666666666666667
54099,30,114,3437,30.149122807017545,11,19=24=37=1=1=12=7=6=3=3=1,0.32456140350877194,10.363636363636363,0.5550239180894823,0.8484848484848485
54100,9,40,250,6.25,10,3=12=1=4=6=4=5=3=1=1,0.3,4.0,0.3949999901250002,0.6896551724137931
54123,33,281,3991,14.202846975088969,13,159=4=15=66=11=14=1=1=5=2=1=1=1,0.5658362989323843,21.615384615384617,0.7615658327756741,1.0
54125,14,79,590,7.468354430379747,17,6=8=2=28=1=13=3=2=5=2=1=2=1=1=2=1=1,0.35443037974683544,4.647058823529412,0.5793000619942132,0.8518518518518519
54151,15,130,1048,8.061538461538461,22,31=1=6=3=3=1=15=1=15=1=25=3=1=3=3=5=1=1=3=1=6=1,0.23846153846153847,5.909090909090909,0.5993006891586876,1.0
54181,7,40,248,6.2,14,18=5=1=2=2=1=2=1=1=2=1=1=1=2,0.45,2.857142857142857,0.5178571247321434,0.46875
54192,28,281,2876,10.234875444839858,38,7=1=6=12=26=15=32=5=49=7=1=2=1=3=15=1=9=4=2=2=1=2=11=20=1=3=4=1=2=10=3=10=2=3=1=3=2=2,0.17437722419928825,7.394736842105263,0.5837235358410116,0.8181818181818182
54215,10,75,364,4.8533333333333335,18,13=6=2=1=7=3=1=1=2=1=6=11=1=10=1=7=1=1,0.17333333333333334,4.166666666666667,0.486666654986667,0.9642857142857143
54240,9,54,388,7.185185185185185,17,2=2=2=5=3=4=9=1=11=3=1=4=3=1=1=1=1,0.2037037037037037,3.176470588235294,0.42701523710159006,0.3333333333333333
54252,6,35,108,3.085714285714286,10,3=1=2=8=1=6=3=6=3=2,0.22857142857142856,3.5,0.3457142758367349,0.3181818181818182
54258,20,97,1189,12.257731958762887,15,13=8=34=2=18=2=1=1=2=2=2=1=4=5=2,0.35051546391752575,6.466666666666667,0.5910652829560352,0.8823529411764706
54269,7,35,166,4.742857142857143,9,2=8=15=5=1=1=1=1=1,0.42857142857142855,3.888888888888889,0.5460317319909301,0.7727272727272727
54309,11,55,420,7.636363636363637,9,5=15=19=9=1=1=1=3=1,0.34545454545454546,6.111111111111111,0.5414141325546374,0.5714285714285714
54318,9,34,196,5.764705882352941,4,17=9=6=2,0.5,8.5,0.3529411723183391,0.9375
54324,21,61,1258,20.62295081967213,12,18=4=6=1=4=21=1=1=1=1=2=1,0.3442622950819672,5.083333333333333,0.5915300430081522,0.6129032258064516
54347,8,30,188,6.266666666666667,9,11=6=1=1=6=1=1=2=1,0.36666666666666664,3.3333333333333335,0.48888887422222255,0.6875
54358,15,90,826,9.177777777777777,11,4=27=2=40=2=5=4=1=2=2=1,0.4444444444444444,8.181818181818182,0.634343426590348,0.8928571428571429
54359,19,46,1610,35.0,7,5=2=21=13=2=2=1,0.45652173913043476,6.571428571428571,0.5279503025249799,0.6666666666666666
54367,16,54,896,16.59259259259259,3,51=2=1,0.9444444444444444,18.0,0.6172839471879287,1.0
54387,40,279,6557,23.50179211469534,16,52=3=137=21=1=30=2=1=4=2=9=5=5=4=2=1,0.4910394265232975,17.4375,0.730958777170129,0.9714285714285714
54392,13,31,408,13.161290322580646,5,6=4=14=4=3,0.45161290322580644,6.2,0.3096774143600417,0.9285714285714286
54437,8,35,259,7.4,14,4=4=1=5=1=1=3=6=1=3=3=1=1=1,0.17142857142857143,2.5,0.3571428428571434,0.5454545454545454
54472,6,35,89,2.5428571428571427,15,2=2=1=4=4=1=2=1=8=1=1=4=1=1=2,0.22857142857142856,2.3333333333333335,0.38095236462585114,0.21739130434782608
54495,7,52,169,3.25,7,1=1=1=41=6=1=1,0.7884615384615384,7.428571428571429,0.7142857046703297,0.65
54531,13,51,707,13.862745098039216,5,44=3=1=1=2,0.8627450980392157,10.2,0.6901960716647444,1.0
54547,6,43,145,3.372093023255814,12,3=2=3=1=1=1=21=6=2=1=1=1,0.4883720930232558,3.5833333333333335,0.567829441517938,0.5384615384615384
54595,8,32,185,5.78125,4,18=8=5=1,0.5625,8.0,0.4218749947265625,1.0
54605,10,35,390,11.142857142857142,3,9=24=2,0.6857142857142857,11.666666666666666,0.4190476154557824,0.7142857142857143
54622,9,49,287,5.857142857142857,6,9=16=17=4=2=1,0.3469387755102041,8.166666666666666,0.4319727838261836,0.7666666666666667
54627,24,81,1937,23.91358024691358,8,13=1=1=53=8=3=1=1,0.654320987654321,10.125,0.6898148080018289,0.7419354838709677
54653,14,40,546,13.65,9,3=1=7=17=5=2=3=1=1,0.425,4.444444444444445,0.5055555441805557,0.16666666666666666
54689,9,44,247,5.613636363636363,13,3=4=5=2=2=6=1=2=1=3=13=1=1,0.29545454545454547,3.3846153846153846,0.4370629241497143,0.3103448275862069
54726,13,30,530,17.666666666666668,8,1=16=2=4=4=1=1=1,0.5333333333333333,3.75,0.5416666522222227,0.52
54735,12,52,465,8.942307692307692,11,4=4=6=16=3=7=2=3=2=4=1,0.3076923076923077,4.7272727272727275,0.38461537647929006,0.8709677419354839
54742,9,40,223,5.575,5,14=3=4=17=2,0.425,8.0,0.40999999487500005,0.7272727272727273
54786,12,56,518,9.25,10,31=1=3=1=9=1=6=2=1=1,0.5535714285714286,5.6,0.639285702869898,0.9259259259259259
54804,12,73,469,6.424657534246576,9,38=6=7=6=6=1=5=3=1,0.5205479452054794,8.11111111111111,0.5266362187735869,1.0
